county,year,month,fatalities
Cumberland,2012,8,2
Cumberland,2012,9,2
Cumberland,2012,10,2
Cumberland,2012,11,1
Cumberland,2012,12,2
Cumberland,2013,1,1
Cumberland,2013,2,1
Cumberland,2013,3,5
Cumberland,2013,4,1
Cumberland,2013,5,2
Cumberland,2013,6,1
Cumberland,2013,7,2
Cumberland,2013,8,3
Cumberland,2013,9,2
Cumberland,2013,10,1
Cumberland,2013,11,3
Cumberland,2013,12,2
Cumberland,2014,2,1
Cumberland,2014,3,1
Cumberland,2014,4,2
Cumberland,2014,5,1
Cumberland,2014,6,3
Cumberland,2014,8,4
Cumberland,2014,9,4
Cumberland,2014,10,1
Cumberland,2014,12,1
Cumberland,2015,2,2
Cumberland,2015,3,2
Cumberland,2015,4,1
Cumberland,2015,5,4
Cumberland,2015,6,3
Cumberland,2015,7,2
Cumberland,2015,8,4
Cumberland,2015,9,2
Cumberland,2015,10,4
Cumberland,2015,11,4
Cumberland,2015,12,1
Cumberland,2016,1,1
Cumberland,2016,2,5
Cumberland,2016,3,2
Cumberland,2016,4,2
Cumberland,2016,5,2
Cumberland,2016,6,3
Cumberland,2016,7,2
Cumberland,2016,8,1
Cumberland,2016,9,4
Cumberland,2016,10,4
Cumberland,2016,11,1
Cumberland,2016,12,5
Cumberland,2017,1,1
Cumberland,2017,3,2
Cumberland,2017,5,3
Cumberland,2017,6,3
Cumberland,2017,7,2
Cumberland,2017,8,3
Cumberland,2017,9,6
Cumberland,2017,10,1
Cumberland,2017,11,2
Cumberland,2017,12,3
Cumberland,2018,1,1
Cumberland,2018,2,3
Cumberland,2018,3,2
Cumberland,2018,4,1
Cumberland,2018,5,4
Cumberland,2018,6,1
Cumberland,2018,8,1
Cumberland,2018,10,3
Cumberland,2018,11,1
Cumberland,2018,12,2
Cumberland,2019,1,2
Cumberland,2019,4,4
Cumberland,2019,5,2
Cumberland,2019,7,1
Cumberland,2019,8,3
Cumberland,2019,9,3
Cumberland,2019,10,1
Cumberland,2019,11,2
Cumberland,2019,12,2
Cumberland,2020,1,1
Cumberland,2020,2,1
Cumberland,2020,3,2
Cumberland,2020,4,2
Cumberland,2020,5,2
Cumberland,2020,6,2
Cumberland,2020,7,1
Cumberland,2020,8,1
Cumberland,2020,9,3
Cumberland,2020,10,1
Cumberland,2020,11,5
Cumberland,2020,12,3
Cumberland,2021,2,2
Cumberland,2021,3,3
Cumberland,2021,4,2
Cumberland,2021,5,2
Cumberland,2021,6,2
Cumberland,2021,7,3
Cumberland,2021,8,4
Cumberland,2021,9,4
Cumberland,2021,11,1
Cumberland,2021,12,5
Cumberland,2022,1,2
Cumberland,2022,2,2
Cumberland,2022,5,2
Cumberland,2022,6,1
Cumberland,2022,7,5
Cumberland,2022,8,3
Cumberland,2022,9,1
Cumberland,2022,10,3
Cumberland,2022,12,1
Cumberland,2023,1,1
Cumberland,2023,2,4
Cumberland,2023,3,2
Cumberland,2023,4,1
Cumberland,2023,5,1
Cumberland,2023,6,2
Cumberland,2023,7,2
Cumberland,2023,8,3
Cumberland,2023,9,1
Cumberland,2023,11,1
Cumberland,2023,12,4
Cumberland,2024,1,1
Cumberland,2024,2,1
Cumberland,2024,3,1
Cumberland,2024,4,1
Cumberland,2024,5,2
Cumberland,2024,6,5
Cumberland,2024,8,8
Cumberland,2024,9,5
Cumberland,2024,10,2
Cumberland,2024,11,2
Cumberland,2024,12,2
Cumberland,2025,1,1
Cumberland,2025,2,5
Cumberland,2025,4,1
Cumberland,2025,5,1
Cumberland,2025,6,2
Cumberland,2025,7,1
Cumberland,2025,8,2
Cumberland,2025,9,3
Cumberland,2025,10,1
Cumberland,2025,11,2
Cumberland,2025,12,3
Cumberland,2026,2,1
Essex,2008,1,3
Essex,2008,2,1
Essex,2008,3,4
Essex,2008,4,4
Essex,2008,5,1
Essex,2008,6,4
Essex,2008,7,9
Essex,2008,8,4
Essex,2008,9,5
Essex,2008,10,4
Essex,2008,11,7
Essex,2008,12,3
Essex,2009,1,3
Essex,2009,2,7
Essex,2009,3,3
Essex,2009,4,1
Essex,2009,6,5
Essex,2009,7,5
Essex,2009,8,6
Essex,2009,9,1
Essex,2009,10,5
Essex,2009,11,2
Essex,2009,12,4
Essex,2010,1,3
Essex,2010,2,1
Essex,2010,3,3
Essex,2010,4,5
Essex,2010,5,1
Essex,2010,6,3
Essex,2010,7,4
Essex,2010,8,5
Essex,2010,9,6
Essex,2010,11,5
Essex,2010,12,5
Essex,2011,1,3
Essex,2011,2,4
Essex,2011,3,4
Essex,2011,4,6
Essex,2011,5,6
Essex,2011,6,9
Essex,2011,7,2
Essex,2011,8,3
Essex,2011,9,4
Essex,2011,10,5
Essex,2011,11,4
Essex,2011,12,2
Essex,2012,1,2
Essex,2012,2,3
Essex,2012,3,1
Essex,2012,4,3
Essex,2012,5,2
Essex,2012,6,5
Essex,2012,7,5
Essex,2012,8,4
Essex,2012,9,4
Essex,2012,10,4
Essex,2012,11,6
Essex,2012,12,2
Essex,2013,1,2
Essex,2013,2,1
Essex,2013,3,4
Essex,2013,4,3
Essex,2013,5,7
Essex,2013,6,3
Essex,2013,7,1
Essex,2013,8,5
Essex,2013,9,6
Essex,2013,10,5
Essex,2013,11,1
Essex,2013,12,2
Essex,2014,1,1
Essex,2014,2,2
Essex,2014,3,6
Essex,2014,5,5
Essex,2014,6,2
Essex,2014,7,5
Essex,2014,8,6
Essex,2014,9,4
Essex,2014,10,1
Essex,2014,11,3
Essex,2014,12,5
Essex,2015,1,2
Essex,2015,2,5
Essex,2015,3,2
Essex,2015,4,2
Essex,2015,5,1
Essex,2015,6,1
Essex,2015,7,4
Essex,2015,8,1
Essex,2015,9,8
Essex,2015,10,3
Essex,2015,11,6
Essex,2015,12,5
Essex,2016,1,4
Essex,2016,2,2
Essex,2016,3,1
Essex,2016,4,4
Essex,2016,5,8
Essex,2016,6,4
Essex,2016,7,1
Essex,2016,8,8
Essex,2016,9,3
Essex,2016,11,5
Essex,2016,12,6
Essex,2017,1,6
Essex,2017,3,3
Essex,2017,4,2
Essex,2017,5,3
Essex,2017,6,7
Essex,2017,7,5
Essex,2017,8,1
Essex,2017,9,1
Essex,2017,10,7
Essex,2017,11,2
Essex,2017,12,3
Essex,2018,1,5
Essex,2018,2,4
Essex,2018,3,3
Essex,2018,5,2
Essex,2018,6,3
Essex,2018,7,6
Essex,2018,8,2
Essex,2018,9,6
Essex,2018,10,4
Essex,2018,11,9
Essex,2018,12,1
Essex,2019,1,5
Essex,2019,2,6
Essex,2019,3,3
Essex,2019,4,3
Essex,2019,5,1
Essex,2019,6,2
Essex,2019,7,1
Essex,2019,8,4
Essex,2019,9,2
Essex,2019,10,4
Essex,2019,11,1
Essex,2019,12,4
Essex,2020,1,4
Essex,2020,2,2
Essex,2020,3,1
Essex,2020,5,3
Essex,2020,6,5
Essex,2020,7,2
Essex,2020,8,7
Essex,2020,9,6
Essex,2020,10,6
Essex,2020,11,6
Essex,2020,12,3
Essex,2021,1,4
Essex,2021,2,1
Essex,2021,3,5
Essex,2021,4,1
Essex,2021,5,5
Essex,2021,6,10
Essex,2021,7,5
Essex,2021,8,10
Essex,2021,9,5
Essex,2021,10,8
Essex,2021,11,4
Essex,2021,12,3
Essex,2022,1,1
Essex,2022,2,2
Essex,2022,3,5
Essex,2022,4,4
Essex,2022,5,5
Essex,2022,6,6
Essex,2022,7,8
Essex,2022,8,5
Essex,2022,9,5
Essex,2022,10,3
Essex,2022,11,8
Essex,2022,12,4
Essex,2023,1,6
Essex,2023,2,1
Essex,2023,3,3
Essex,2023,4,5
Essex,2023,5,2
Essex,2023,6,8
Essex,2023,7,3
Essex,2023,8,2
Essex,2023,9,5
Essex,2023,10,7
Essex,2023,11,7
Essex,2023,12,4
Essex,2024,1,3
Essex,2024,2,5
Essex,2024,3,5
Essex,2024,4,4
Essex,2024,5,4
Essex,2024,6,5
Essex,2024,7,4
Essex,2024,8,4
Essex,2024,10,10
Essex,2024,11,2
Essex,2024,12,9
Essex,2025,2,1
Essex,2025,3,4
Essex,2025,4,7
Essex,2025,5,2
Essex,2025,6,4
Essex,2025,7,6
Essex,2025,8,5
Essex,2025,9,5
Essex,2025,10,3
Essex,2025,11,3
Essex,2025,12,4
Essex,2026,1,3
Essex,2026,2,2
Gloucester,2008,1,3
Gloucester,2008,2,2
Gloucester,2008,3,1
Gloucester,2008,4,4
Gloucester,2008,6,3
Gloucester,2008,7,1
Gloucester,2008,8,2
Gloucester,2008,9,8
Gloucester,2008,10,1
Gloucester,2008,11,4
Gloucester,2008,12,4
Gloucester,2009,1,5
Gloucester,2009,2,1
Gloucester,2009,3,1
Gloucester,2009,5,1
Gloucester,2009,6,1
Gloucester,2009,7,1
Gloucester,2009,8,2
Gloucester,2009,9,2
Gloucester,2009,10,2
Gloucester,2009,11,3
Gloucester,2009,12,3
Gloucester,2010,1,3
Gloucester,2010,3,2
Gloucester,2010,5,3
Gloucester,2010,7,4
Gloucester,2010,9,1
Gloucester,2010,10,5
Gloucester,2010,12,1
Gloucester,2011,2,1
Gloucester,2011,3,3
Gloucester,2011,4,4
Gloucester,2011,5,2
Gloucester,2011,6,3
Gloucester,2011,7,2
Gloucester,2011,8,2
Gloucester,2011,9,2
Gloucester,2011,11,1
Gloucester,2011,12,6
Gloucester,2012,1,1
Gloucester,2012,3,2
Gloucester,2012,4,2
Gloucester,2012,5,1
Gloucester,2012,6,2
Gloucester,2012,7,6
Gloucester,2012,8,1
Gloucester,2012,9,2
Gloucester,2012,10,1
Gloucester,2012,11,1
Gloucester,2012,12,4
Gloucester,2013,1,2
Gloucester,2013,3,2
Gloucester,2013,4,2
Gloucester,2013,5,3
Gloucester,2013,6,4
Gloucester,2013,7,3
Gloucester,2013,8,2
Gloucester,2013,9,2
Gloucester,2013,10,3
Gloucester,2013,11,2
Gloucester,2013,12,1
Gloucester,2014,1,1
Gloucester,2014,2,1
Gloucester,2014,4,2
Gloucester,2014,5,1
Gloucester,2014,6,5
Gloucester,2014,7,3
Gloucester,2014,8,4
Gloucester,2014,9,4
Gloucester,2014,10,2
Gloucester,2014,11,3
Gloucester,2014,12,5
Gloucester,2015,1,2
Gloucester,2015,3,2
Gloucester,2015,4,3
Gloucester,2015,6,3
Gloucester,2015,7,4
Gloucester,2015,8,2
Gloucester,2015,9,1
Gloucester,2015,10,1
Gloucester,2015,11,3
Gloucester,2015,12,2
Gloucester,2016,1,6
Gloucester,2016,2,2
Gloucester,2016,3,4
Gloucester,2016,4,2
Gloucester,2016,5,1
Gloucester,2016,6,1
Gloucester,2016,7,2
Gloucester,2016,8,1
Gloucester,2016,9,2
Gloucester,2016,11,3
Gloucester,2016,12,2
Gloucester,2017,1,2
Gloucester,2017,2,2
Gloucester,2017,3,2
Gloucester,2017,4,1
Gloucester,2017,5,6
Gloucester,2017,6,5
Gloucester,2017,7,6
Gloucester,2017,8,4
Gloucester,2017,9,5
Gloucester,2017,10,5
Gloucester,2017,11,3
Gloucester,2017,12,3
Gloucester,2018,1,3
Gloucester,2018,2,3
Gloucester,2018,3,2
Gloucester,2018,4,7
Gloucester,2018,5,1
Gloucester,2018,6,1
Gloucester,2018,7,3
Gloucester,2018,8,2
Gloucester,2018,9,2
Gloucester,2018,10,5
Gloucester,2018,11,7
Gloucester,2018,12,2
Gloucester,2019,1,1
Gloucester,2019,2,1
Gloucester,2019,3,7
Gloucester,2019,4,2
Gloucester,2019,6,2
Gloucester,2019,7,6
Gloucester,2019,8,4
Gloucester,2019,9,6
Gloucester,2019,10,7
Gloucester,2019,11,4
Gloucester,2019,12,2
Gloucester,2020,1,5
Gloucester,2020,2,4
Gloucester,2020,3,1
Gloucester,2020,4,4
Gloucester,2020,5,2
Gloucester,2020,6,2
Gloucester,2020,7,2
Gloucester,2020,8,3
Gloucester,2020,9,4
Gloucester,2020,10,4
Gloucester,2020,11,3
Gloucester,2020,12,1
Gloucester,2021,1,8
Gloucester,2021,2,2
Gloucester,2021,3,1
Gloucester,2021,4,3
Gloucester,2021,5,2
Gloucester,2021,6,3
Gloucester,2021,7,9
Gloucester,2021,8,4
Gloucester,2021,9,1
Gloucester,2021,10,4
Gloucester,2021,11,3
Gloucester,2021,12,8
Gloucester,2022,1,3
Gloucester,2022,2,1
Gloucester,2022,3,4
Gloucester,2022,4,2
Gloucester,2022,5,5
Gloucester,2022,6,5
Gloucester,2022,7,6
Gloucester,2022,8,2
Gloucester,2022,9,2
Gloucester,2022,10,2
Gloucester,2022,11,6
Gloucester,2022,12,2
Gloucester,2023,1,3
Gloucester,2023,2,3
Gloucester,2023,3,2
Gloucester,2023,5,5
Gloucester,2023,6,6
Gloucester,2023,7,3
Gloucester,2023,8,3
Gloucester,2023,9,1
Gloucester,2023,10,2
Gloucester,2023,11,1
Gloucester,2023,12,5
Gloucester,2024,1,1
Gloucester,2024,2,1
Gloucester,2024,3,5
Gloucester,2024,5,1
Gloucester,2024,6,1
Gloucester,2024,8,3
Gloucester,2024,9,5
Gloucester,2024,10,5
Gloucester,2024,11,8
Gloucester,2024,12,2
Gloucester,2025,1,1
Gloucester,2025,2,2
Gloucester,2025,3,4
Gloucester,2025,4,3
Gloucester,2025,5,3
Gloucester,2025,6,1
Gloucester,2025,7,3
Gloucester,2025,8,4
Gloucester,2025,9,1
Gloucester,2025,10,1
Gloucester,2025,11,5
Gloucester,2025,12,1
Gloucester,2026,1,3
Gloucester,2026,3,2
Hudson,2008,1,7
Hudson,2008,2,3
Hudson,2008,3,2
Hudson,2008,5,4
Hudson,2008,6,4
Hudson,2008,8,2
Hudson,2008,9,1
Hudson,2008,10,2
Hudson,2008,12,2
Hudson,2009,1,3
Hudson,2009,2,3
Hudson,2009,3,3
Hudson,2009,5,4
Hudson,2009,6,2
Hudson,2009,7,1
Hudson,2009,8,2
Hudson,2009,9,1
Hudson,2009,11,1
Hudson,2009,12,2
Hudson,2010,1,2
Hudson,2010,2,3
Hudson,2010,3,1
Hudson,2010,4,3
Hudson,2010,5,1
Hudson,2010,6,4
Hudson,2010,7,3
Hudson,2010,8,2
Hudson,2010,9,1
Hudson,2010,11,2
Hudson,2010,12,3
Hudson,2011,1,1
Hudson,2011,2,2
Hudson,2011,3,1
Hudson,2011,4,2
Hudson,2011,5,2
Hudson,2011,6,1
Hudson,2011,7,2
Hudson,2011,8,4
Hudson,2011,9,5
Hudson,2011,10,2
Hudson,2011,11,2
Hudson,2011,12,1
Hudson,2012,1,3
Hudson,2012,2,2
Hudson,2012,3,4
Hudson,2012,4,2
Hudson,2012,5,1
Hudson,2012,6,1
Hudson,2012,7,3
Hudson,2012,8,4
Hudson,2012,10,1
Hudson,2012,11,2
Hudson,2012,12,2
Hudson,2013,1,1
Hudson,2013,3,3
Hudson,2013,4,1
Hudson,2013,5,1
Hudson,2013,6,2
Hudson,2013,7,1
Hudson,2013,8,3
Hudson,2013,9,2
Hudson,2013,10,1
Hudson,2013,12,1
Hudson,2014,1,2
Hudson,2014,2,2
Hudson,2014,3,2
Hudson,2014,5,1
Hudson,2014,6,2
Hudson,2014,7,4
Hudson,2014,8,2
Hudson,2014,9,3
Hudson,2014,11,3
Hudson,2014,12,3
Hudson,2015,1,3
Hudson,2015,2,2
Hudson,2015,3,2
Hudson,2015,4,1
Hudson,2015,5,3
Hudson,2015,6,3
Hudson,2015,7,2
Hudson,2015,8,1
Hudson,2015,9,1
Hudson,2015,10,3
Hudson,2015,11,2
Hudson,2015,12,4
Hudson,2016,2,3
Hudson,2016,3,2
Hudson,2016,4,1
Hudson,2016,5,1
Hudson,2016,6,1
Hudson,2016,7,3
Hudson,2016,8,2
Hudson,2016,9,4
Hudson,2016,10,5
Hudson,2016,11,1
Hudson,2016,12,1
Hudson,2017,1,2
Hudson,2017,2,1
Hudson,2017,4,4
Hudson,2017,5,1
Hudson,2017,7,3
Hudson,2017,9,5
Hudson,2017,10,6
Hudson,2017,11,1
Hudson,2017,12,3
Hudson,2018,1,4
Hudson,2018,2,2
Hudson,2018,3,3
Hudson,2018,4,1
Hudson,2018,5,1
Hudson,2018,8,2
Hudson,2018,9,2
Hudson,2018,10,3
Hudson,2018,11,2
Hudson,2018,12,2
Hudson,2019,1,1
Hudson,2019,2,1
Hudson,2019,3,1
Hudson,2019,4,2
Hudson,2019,5,2
Hudson,2019,6,1
Hudson,2019,7,1
Hudson,2019,8,1
Hudson,2019,9,2
Hudson,2019,10,2
Hudson,2019,11,2
Hudson,2019,12,3
Hudson,2020,1,1
Hudson,2020,2,1
Hudson,2020,3,3
Hudson,2020,4,2
Hudson,2020,5,1
Hudson,2020,6,3
Hudson,2020,7,4
Hudson,2020,8,2
Hudson,2020,9,3
Hudson,2020,10,1
Hudson,2020,11,2
Hudson,2020,12,1
Hudson,2021,1,2
Hudson,2021,2,1
Hudson,2021,3,1
Hudson,2021,4,1
Hudson,2021,5,3
Hudson,2021,6,2
Hudson,2021,7,2
Hudson,2021,8,5
Hudson,2021,10,7
Hudson,2021,11,3
Hudson,2021,12,3
Hudson,2022,1,2
Hudson,2022,2,2
Hudson,2022,3,2
Hudson,2022,4,1
Hudson,2022,5,3
Hudson,2022,6,1
Hudson,2022,9,5
Hudson,2022,12,1
Hudson,2023,1,1
Hudson,2023,3,2
Hudson,2023,4,4
Hudson,2023,5,4
Hudson,2023,6,1
Hudson,2023,8,4
Hudson,2023,9,2
Hudson,2023,10,5
Hudson,2023,11,1
Hudson,2023,12,1
Hudson,2024,1,2
Hudson,2024,2,1
Hudson,2024,3,2
Hudson,2024,7,2
Hudson,2024,8,3
Hudson,2024,9,1
Hudson,2024,10,5
Hudson,2024,11,1
Hudson,2024,12,2
Hudson,2025,2,1
Hudson,2025,3,1
Hudson,2025,5,3
Hudson,2025,6,1
Hudson,2025,7,2
Hudson,2025,8,1
Hudson,2025,9,4
Hudson,2025,11,3
Hudson,2025,12,5
Hudson,2026,1,1
Hudson,2026,2,3
Hunterdon,2008,2,1
Hunterdon,2008,4,2
Hunterdon,2008,5,3
Hunterdon,2008,6,1
Hunterdon,2008,8,2
Hunterdon,2008,9,1
Hunterdon,2008,10,1
Hunterdon,2009,2,1
Hunterdon,2009,4,1
Hunterdon,2009,6,1
Hunterdon,2009,10,2
Hunterdon,2009,11,2
Hunterdon,2009,12,1
Hunterdon,2010,3,1
Hunterdon,2010,4,1
Hunterdon,2010,5,1
Hunterdon,2010,6,3
Hunterdon,2010,9,4
Hunterdon,2010,10,1
Hunterdon,2010,12,1
Hunterdon,2011,1,1
Hunterdon,2011,3,3
Hunterdon,2011,6,1
Hunterdon,2011,7,2
Hunterdon,2011,8,1
Hunterdon,2011,10,2
Hunterdon,2012,1,2
Hunterdon,2012,5,2
Hunterdon,2012,6,1
Hunterdon,2012,11,1
Hunterdon,2013,7,2
Hunterdon,2013,8,3
Hunterdon,2013,9,2
Hunterdon,2013,12,2
Hunterdon,2014,1,1
Hunterdon,2014,2,1
Hunterdon,2014,5,1
Hunterdon,2014,8,1
Hunterdon,2014,11,1
Hunterdon,2014,12,1
Hunterdon,2015,1,1
Hunterdon,2015,5,1
Hunterdon,2015,8,1
Hunterdon,2015,9,3
Hunterdon,2015,10,1
Hunterdon,2015,11,2
Hunterdon,2016,1,1
Hunterdon,2016,3,2
Hunterdon,2016,4,2
Hunterdon,2016,5,1
Hunterdon,2016,7,1
Hunterdon,2016,8,3
Hunterdon,2016,11,1
Hunterdon,2017,3,1
Hunterdon,2017,4,2
Hunterdon,2017,6,2
Hunterdon,2017,9,1
Hunterdon,2017,12,2
Hunterdon,2018,5,1
Hunterdon,2018,10,1
Hunterdon,2018,12,1
Hunterdon,2019,1,1
Hunterdon,2019,5,1
Hunterdon,2019,7,1
Hunterdon,2019,9,1
Hunterdon,2019,12,2
Hunterdon,2020,2,1
Hunterdon,2020,4,1
Hunterdon,2020,7,1
Hunterdon,2020,8,1
Hunterdon,2020,9,3
Hunterdon,2020,10,2
Hunterdon,2020,11,3
Hunterdon,2021,6,1
Hunterdon,2021,8,2
Hunterdon,2021,9,4
Hunterdon,2021,12,2
Hunterdon,2022,1,1
Hunterdon,2022,3,1
Hunterdon,2022,5,2
Hunterdon,2022,6,1
Hunterdon,2022,8,2
Hunterdon,2022,9,1
Hunterdon,2023,1,1
Hunterdon,2023,8,1
Hunterdon,2023,11,2
Hunterdon,2024,1,1
Hunterdon,2024,3,1
Hunterdon,2024,5,2
Hunterdon,2024,6,1
Hunterdon,2024,8,1
Hunterdon,2024,9,1
Hunterdon,2024,10,1
Hunterdon,2024,11,1
Hunterdon,2025,2,1
Hunterdon,2025,4,1
Hunterdon,2025,5,3
Hunterdon,2025,9,1
Mercer,2008,1,2
Mercer,2008,2,4
Mercer,2008,3,1
Mercer,2008,4,2
Mercer,2008,6,3
Mercer,2008,8,1
Mercer,2008,9,4
Mercer,2008,10,3
Mercer,2008,12,2
Mercer,2009,1,3
Mercer,2009,2,1
Mercer,2009,3,1
Mercer,2009,4,3
Mercer,2009,5,5
Mercer,2009,6,2
Mercer,2009,7,1
Mercer,2009,9,2
Mercer,2009,10,2
Mercer,2009,11,2
Mercer,2010,2,1
Mercer,2010,3,1
Mercer,2010,4,1
Mercer,2010,5,3
Mercer,2010,6,2
Mercer,2010,7,2
Mercer,2010,8,1
Mercer,2010,9,2
Mercer,2010,10,2
Mercer,2010,11,1
Mercer,2010,12,4
Mercer,2011,3,1
Mercer,2011,4,2
Mercer,2011,5,3
Mercer,2011,6,3
Mercer,2011,7,1
Mercer,2011,8,1
Mercer,2011,9,2
Mercer,2011,10,1
Mercer,2011,11,3
Mercer,2011,12,5
Mercer,2012,1,3
Mercer,2012,2,1
Mercer,2012,3,2
Mercer,2012,4,2
Mercer,2012,5,2
Mercer,2012,7,1
Mercer,2012,8,2
Mercer,2012,9,1
Mercer,2012,10,5
Mercer,2012,11,1
Mercer,2012,12,3
Mercer,2013,1,3
Mercer,2013,2,1
Mercer,2013,3,4
Mercer,2013,4,2
Mercer,2013,5,3
Mercer,2013,6,5
Mercer,2013,7,1
Mercer,2013,8,4
Mercer,2013,10,5
Mercer,2013,11,1
Mercer,2013,12,7
Mercer,2014,1,5
Mercer,2014,2,2
Mercer,2014,3,4
Mercer,2014,5,1
Mercer,2014,6,2
Mercer,2014,7,2
Mercer,2014,8,1
Mercer,2014,9,4
Mercer,2014,10,4
Mercer,2014,12,1
Mercer,2015,1,3
Mercer,2015,3,4
Mercer,2015,4,3
Mercer,2015,6,1
Mercer,2015,7,1
Mercer,2015,8,2
Mercer,2015,9,2
Mercer,2015,12,3
Mercer,2016,1,2
Mercer,2016,2,1
Mercer,2016,3,1
Mercer,2016,4,2
Mercer,2016,5,1
Mercer,2016,6,1
Mercer,2016,7,1
Mercer,2016,8,4
Mercer,2016,9,3
Mercer,2016,11,1
Mercer,2016,12,3
Mercer,2017,1,1
Mercer,2017,2,2
Mercer,2017,3,5
Mercer,2017,5,1
Mercer,2017,6,1
Mercer,2017,7,4
Mercer,2017,8,3
Mercer,2017,9,2
Mercer,2017,10,3
Mercer,2017,11,1
Mercer,2017,12,3
Mercer,2018,1,3
Mercer,2018,2,1
Mercer,2018,3,2
Mercer,2018,4,1
Mercer,2018,5,3
Mercer,2018,6,3
Mercer,2018,7,2
Mercer,2018,8,2
Mercer,2018,10,7
Mercer,2018,11,1
Mercer,2018,12,4
Mercer,2019,1,1
Mercer,2019,2,1
Mercer,2019,4,2
Mercer,2019,5,1
Mercer,2019,6,2
Mercer,2019,7,5
Mercer,2019,8,1
Mercer,2019,9,1
Mercer,2019,10,3
Mercer,2019,11,1
Mercer,2019,12,3
Mercer,2020,2,2
Mercer,2020,3,1
Mercer,2020,6,1
Mercer,2020,7,3
Mercer,2020,8,5
Mercer,2020,9,2
Mercer,2020,10,2
Mercer,2020,11,4
Mercer,2020,12,1
Mercer,2021,1,3
Mercer,2021,2,1
Mercer,2021,3,3
Mercer,2021,4,3
Mercer,2021,5,4
Mercer,2021,6,3
Mercer,2021,7,1
Mercer,2021,8,3
Mercer,2021,9,6
Mercer,2021,10,5
Mercer,2021,11,3
Mercer,2021,12,3
Mercer,2022,1,1
Mercer,2022,2,1
Mercer,2022,3,5
Mercer,2022,4,1
Mercer,2022,5,3
Mercer,2022,6,2
Mercer,2022,7,2
Mercer,2022,8,3
Mercer,2022,9,2
Mercer,2022,10,4
Mercer,2022,11,2
Mercer,2023,1,1
Mercer,2023,2,1
Mercer,2023,3,3
Mercer,2023,4,2
Mercer,2023,5,2
Mercer,2023,6,4
Mercer,2023,7,1
Mercer,2023,8,2
Mercer,2023,9,2
Mercer,2023,10,4
Mercer,2023,11,4
Mercer,2023,12,2
Mercer,2024,1,3
Mercer,2024,2,4
Mercer,2024,3,2
Mercer,2024,4,3
Mercer,2024,5,2
Mercer,2024,6,5
Mercer,2024,7,2
Mercer,2024,8,2
Mercer,2024,9,3
Mercer,2024,10,5
Mercer,2024,11,5
Mercer,2024,12,2
Mercer,2025,1,1
Mercer,2025,2,1
Mercer,2025,3,3
Mercer,2025,4,2
Mercer,2025,5,2
Mercer,2025,6,1
Mercer,2025,7,3
Mercer,2025,8,2
Mercer,2025,9,2
Mercer,2025,10,3
Mercer,2025,11,2
Mercer,2025,12,4
Mercer,2026,2,1
Middlesex,2008,1,4
Middlesex,2008,2,1
Middlesex,2008,4,1
Middlesex,2008,5,4
Middlesex,2008,6,3
Middlesex,2008,7,7
Middlesex,2008,8,5
Middlesex,2008,9,6
Middlesex,2008,10,6
Middlesex,2008,11,5
Middlesex,2008,12,4
Middlesex,2009,1,5
Middlesex,2009,2,3
Middlesex,2009,3,3
Middlesex,2009,4,3
Middlesex,2009,5,2
Middlesex,2009,7,3
Middlesex,2009,8,4
Middlesex,2009,9,7
Middlesex,2009,10,3
Middlesex,2009,11,12
Middlesex,2009,12,3
Middlesex,2010,1,1
Middlesex,2010,2,3
Middlesex,2010,3,5
Middlesex,2010,4,1
Middlesex,2010,5,3
Middlesex,2010,6,3
Middlesex,2010,7,4
Middlesex,2010,8,3
Middlesex,2010,9,4
Middlesex,2010,10,4
Middlesex,2010,11,3
Middlesex,2010,12,3
Middlesex,2011,1,2
Middlesex,2011,2,9
Middlesex,2011,3,3
Middlesex,2011,4,2
Middlesex,2011,5,5
Middlesex,2011,6,2
Middlesex,2011,7,9
Middlesex,2011,8,3
Middlesex,2011,9,2
Middlesex,2011,10,5
Middlesex,2011,11,6
Middlesex,2011,12,6
Middlesex,2012,1,5
Middlesex,2012,2,7
Middlesex,2012,3,6
Middlesex,2012,4,4
Middlesex,2012,5,3
Middlesex,2012,6,3
Middlesex,2012,7,5
Middlesex,2012,8,4
Middlesex,2012,9,11
Middlesex,2012,10,5
Middlesex,2012,11,7
Middlesex,2012,12,5
Middlesex,2013,1,3
Middlesex,2013,2,4
Middlesex,2013,3,5
Middlesex,2013,4,7
Middlesex,2013,5,4
Middlesex,2013,6,6
Middlesex,2013,7,2
Middlesex,2013,8,5
Middlesex,2013,9,4
Middlesex,2013,10,2
Middlesex,2013,11,6
Middlesex,2013,12,4
Middlesex,2014,1,4
Middlesex,2014,2,2
Middlesex,2014,3,3
Middlesex,2014,4,4
Middlesex,2014,6,1
Middlesex,2014,7,4
Middlesex,2014,8,1
Middlesex,2014,9,5
Middlesex,2014,10,3
Middlesex,2014,11,3
Middlesex,2014,12,3
Middlesex,2015,1,1
Middlesex,2015,2,7
Middlesex,2015,3,1
Middlesex,2015,5,7
Middlesex,2015,6,5
Middlesex,2015,7,1
Middlesex,2015,8,1
Middlesex,2015,9,7
Middlesex,2015,10,5
Middlesex,2015,11,2
Middlesex,2015,12,4
Middlesex,2016,1,3
Middlesex,2016,2,1
Middlesex,2016,3,5
Middlesex,2016,4,6
Middlesex,2016,5,4
Middlesex,2016,6,4
Middlesex,2016,7,9
Middlesex,2016,8,3
