year,county,month,driver,passenger,cyclist,pedestrian,fatalities
2011,Ocean,3,1,0,0,4,5
2011,Ocean,4,2,1,0,1,4
2011,Ocean,5,2,1,1,3,7
2011,Ocean,6,2,0,0,1,3
2011,Ocean,7,2,0,0,0,2
2011,Ocean,8,0,0,0,1,1
2011,Ocean,9,3,1,0,2,6
2011,Ocean,10,7,1,1,2,11
2011,Ocean,11,0,1,0,0,1
2011,Ocean,12,3,2,0,1,6
2011,Passaic,1,0,1,0,2,3
2011,Passaic,2,1,0,0,1,2
2011,Passaic,3,0,0,0,1,1
2011,Passaic,4,3,0,0,1,4
2011,Passaic,5,1,0,0,0,1
2011,Passaic,6,0,0,1,0,1
2011,Passaic,7,1,0,0,0,1
2011,Passaic,8,0,0,0,2,2
2011,Passaic,9,1,1,0,3,5
2011,Salem,2,2,1,0,0,3
2011,Salem,4,2,0,0,0,2
2011,Salem,5,0,0,0,1,1
2011,Salem,6,1,0,0,0,1
2011,Salem,7,4,2,0,0,6
2011,Salem,8,1,0,0,0,1
2011,Salem,10,0,0,0,1,1
2011,Salem,12,0,1,0,0,1
2011,Somerset,4,1,0,0,0,1
2011,Somerset,5,2,0,0,0,2
2011,Somerset,6,2,0,0,1,3
2011,Somerset,7,3,0,0,0,3
2011,Somerset,8,0,0,1,0,1
2011,Somerset,9,2,0,0,0,2
2011,Somerset,10,1,1,0,0,2
2011,Somerset,11,1,1,0,0,2
2011,Somerset,12,0,0,1,1,2
2011,Sussex,3,1,0,0,0,1
2011,Sussex,4,1,0,0,0,1
2011,Sussex,6,1,1,0,1,3
2011,Sussex,10,2,0,0,0,2
2011,Sussex,11,1,1,0,0,2
2011,Sussex,12,1,1,0,0,2
2011,Union,2,1,0,0,0,1
2011,Union,3,1,1,0,0,2
2011,Union,4,1,2,0,1,4
2011,Union,5,2,1,1,0,4
2011,Union,6,0,0,0,1,1
2011,Union,8,1,0,0,0,1
2011,Union,9,1,0,0,0,1
2011,Union,10,3,0,0,2,5
2011,Union,11,1,0,0,2,3
2011,Union,12,1,0,0,3,4
2011,Warren,2,1,2,0,0,3
2011,Warren,4,1,0,0,0,1
2011,Warren,5,4,0,0,0,4
2011,Warren,6,1,0,0,0,1
2011,Warren,7,1,0,0,0,1
2011,Warren,8,1,0,0,0,1
2011,Warren,10,3,0,0,0,3
2011,Warren,11,1,0,0,0,1
2012,Atlantic,1,1,2,0,0,3
2012,Atlantic,2,2,0,1,0,3
2012,Atlantic,3,3,1,0,0,4
2012,Atlantic,5,2,1,0,1,4
2012,Atlantic,6,4,1,0,0,5
2012,Atlantic,7,2,2,0,1,5
2012,Atlantic,8,0,1,0,0,1
2012,Atlantic,9,2,0,0,0,2
2012,Atlantic,10,0,0,0,1,1
2012,Atlantic,11,0,0,0,4,4
2012,Bergen,1,4,2,0,1,7
2012,Bergen,2,1,0,0,2,3
2012,Bergen,3,1,1,0,0,2
2012,Bergen,4,2,1,0,1,4
2012,Bergen,5,1,0,0,1,2
2012,Bergen,6,1,0,0,0,1
2012,Bergen,7,3,1,0,2,6
2012,Bergen,8,1,1,0,0,2
2012,Bergen,9,1,0,0,1,2
2012,Bergen,10,1,0,0,0,1
2012,Bergen,11,0,0,0,2,2
2012,Bergen,12,1,0,0,0,1
2012,Burlington,1,1,0,0,1,2
2012,Burlington,2,2,3,0,1,6
2012,Burlington,3,2,1,0,1,4
2012,Burlington,4,3,0,0,1,4
2012,Burlington,5,2,1,0,1,4
2012,Burlington,6,5,0,0,0,5
2012,Burlington,7,2,1,0,1,4
2012,Burlington,8,3,2,0,1,6
2012,Burlington,9,1,1,0,1,3
2012,Burlington,10,2,1,0,0,3
2012,Burlington,11,3,2,0,1,6
2012,Burlington,12,2,2,0,2,6
2012,Camden,1,3,0,0,1,4
2012,Camden,2,1,0,0,0,1
2012,Camden,3,1,0,0,2,3
2012,Camden,4,3,0,0,0,3
2012,Camden,6,1,1,0,0,2
2012,Camden,7,1,1,0,0,2
2012,Camden,8,1,0,0,1,2
2012,Camden,9,1,1,1,1,4
2012,Camden,10,2,1,0,0,3
2012,Camden,11,1,0,0,1,2
2012,Cape May,2,0,0,0,1,1
2012,Cape May,4,0,0,0,1,1
2012,Cape May,5,1,0,0,0,1
2012,Cape May,7,0,1,0,2,3
2012,Cape May,8,1,0,0,1,2
2012,Cape May,9,1,0,0,0,1
2012,Cape May,10,1,0,0,0,1
2012,Cape May,11,1,0,0,0,1
2012,Cumberland,1,0,1,0,0,1
2012,Cumberland,2,2,1,0,0,3
2012,Cumberland,3,0,0,1,0,1
2012,Cumberland,6,1,0,0,1,2
2012,Cumberland,7,1,0,0,1,2
2012,Cumberland,8,2,0,0,0,2
2012,Cumberland,9,1,0,0,1,2
2012,Cumberland,10,1,0,0,1,2
2012,Cumberland,11,0,0,0,1,1
2012,Cumberland,12,1,0,0,1,2
2012,Essex,1,0,0,0,2,2
2012,Essex,2,0,1,1,1,3
2012,Essex,3,1,0,0,0,1
2012,Essex,4,0,0,1,2,3
2012,Essex,5,2,0,0,0,2
2012,Essex,6,1,2,0,2,5
2012,Essex,7,1,0,0,4,5
2012,Essex,8,1,1,0,2,4
2012,Essex,9,1,2,0,1,4
2012,Essex,10,1,0,0,3,4
2012,Essex,11,1,2,0,3,6
2012,Essex,12,0,0,0,2,2
2012,Gloucester,1,1,0,0,0,1
2012,Gloucester,3,2,0,0,0,2
2012,Gloucester,4,1,1,0,0,2
2012,Gloucester,5,1,0,0,0,1
2012,Gloucester,6,1,1,0,0,2
2012,Gloucester,7,3,2,0,1,6
2012,Gloucester,8,1,0,0,0,1
2012,Gloucester,9,1,0,0,1,2
2012,Gloucester,10,1,0,0,0,1
2012,Gloucester,11,1,0,0,0,1
2012,Gloucester,12,2,0,0,2,4
2012,Hudson,1,0,1,0,1,2
2012,Hudson,2,0,0,1,1,2
2012,Hudson,3,2,1,0,1,4
2012,Hudson,4,2,0,0,0,2
2012,Hudson,5,0,0,0,1,1
2012,Hudson,6,1,0,0,0,1
2012,Hudson,7,2,0,0,1,3
2012,Hudson,8,2,0,0,2,4
2012,Hudson,10,0,0,0,1,1
2012,Hudson,11,1,1,0,0,2
2012,Hudson,12,2,0,0,0,2
2012,Hunterdon,1,0,2,0,0,2
2012,Hunterdon,5,2,0,0,0,2
2012,Hunterdon,6,0,0,1,0,1
2012,Hunterdon,11,0,0,0,1,1
2012,Mercer,1,0,0,0,3,3
2012,Mercer,2,0,0,0,1,1
2012,Mercer,3,1,0,0,1,2
2012,Mercer,4,1,0,0,1,2
2012,Mercer,5,1,0,1,0,2
2012,Mercer,7,1,0,0,0,1
2012,Mercer,8,0,0,0,2,2
2012,Mercer,9,1,0,0,0,1
2012,Mercer,10,4,0,0,1,5
2012,Mercer,11,0,0,0,1,1
2012,Mercer,12,2,0,0,1,3
2012,Middlesex,1,2,0,1,2,5
2012,Middlesex,2,4,1,0,2,7
2012,Middlesex,3,3,1,0,2,6
2012,Middlesex,4,3,1,0,0,4
2012,Middlesex,5,2,1,0,0,3
2012,Middlesex,6,1,0,0,2,3
2012,Middlesex,7,1,1,0,3,5
2012,Middlesex,8,2,0,0,2,4
2012,Middlesex,9,4,3,0,4,11
2012,Middlesex,10,2,3,0,0,5
2012,Middlesex,11,7,0,0,0,7
2012,Middlesex,12,1,2,0,2,5
2012,Monmouth,1,5,0,0,2,7
2012,Monmouth,3,1,1,0,0,2
2012,Monmouth,4,2,0,0,1,3
2012,Monmouth,6,3,0,0,0,3
2012,Monmouth,7,1,0,0,1,2
2012,Monmouth,8,0,0,0,1,1
2012,Monmouth,9,5,2,0,1,8
2012,Monmouth,10,3,0,0,1,4
2012,Monmouth,11,2,0,0,1,3
2012,Monmouth,12,1,0,0,2,3
2012,Morris,1,2,0,0,0,2
2012,Morris,2,1,1,0,0,2
2012,Morris,3,2,0,0,0,2
2012,Morris,4,1,0,0,0,1
2012,Morris,5,0,0,0,1,1
2012,Morris,6,1,2,0,0,3
2012,Morris,7,0,1,0,0,1
2012,Morris,8,1,1,0,0,2
2012,Morris,9,2,0,0,1,3
2012,Morris,10,3,2,0,0,5
2012,Morris,11,3,0,0,0,3
2012,Morris,12,2,1,0,2,5
2012,Ocean,1,0,1,0,0,1
2012,Ocean,2,1,1,0,0,2
2012,Ocean,3,3,0,0,1,4
2012,Ocean,4,5,1,0,0,6
2012,Ocean,5,1,0,0,2,3
2012,Ocean,6,5,0,1,0,6
2012,Ocean,7,2,1,0,1,4
2012,Ocean,8,0,0,1,0,1
2012,Ocean,9,4,0,0,1,5
2012,Ocean,10,5,1,1,0,7
2012,Ocean,11,5,1,1,0,7
2012,Ocean,12,2,0,0,5,7
2012,Passaic,1,1,0,0,1,2
2012,Passaic,2,1,2,0,0,3
2012,Passaic,3,0,0,0,2,2
2012,Passaic,4,3,1,0,0,4
2012,Passaic,5,1,0,0,0,1
2012,Passaic,6,2,0,0,1,3
2012,Passaic,7,0,1,0,1,2
2012,Passaic,8,2,0,0,2,4
2012,Passaic,9,1,0,0,3,4
2012,Passaic,10,2,0,0,0,2
2012,Passaic,11,3,1,0,0,4
2012,Salem,1,1,0,0,0,1
2012,Salem,4,1,0,0,0,1
2012,Salem,5,2,1,0,1,4
2012,Salem,7,2,0,0,0,2
2012,Salem,9,1,0,0,0,1
2012,Somerset,1,1,0,0,0,1
2012,Somerset,2,0,1,0,0,1
2012,Somerset,3,1,0,0,0,1
2012,Somerset,5,3,2,0,1,6
2012,Somerset,7,2,0,0,0,2
2012,Somerset,8,0,0,0,1,1
2012,Somerset,10,0,0,0,1,1
2012,Somerset,11,0,2,0,0,2
2012,Somerset,12,2,0,0,1,3
2012,Sussex,1,2,0,0,0,2
2012,Sussex,3,1,0,0,1,2
2012,Sussex,4,1,0,0,0,1
2012,Sussex,5,2,0,0,0,2
2012,Sussex,7,1,0,0,0,1
2012,Sussex,9,1,0,0,0,1
2012,Sussex,10,1,2,0,0,3
2012,Sussex,11,1,0,0,0,1
2012,Sussex,12,1,0,0,1,2
2012,Union,1,1,0,0,1,2
2012,Union,2,0,0,0,2,2
2012,Union,3,1,1,0,1,3
2012,Union,4,1,0,0,2,3
2012,Union,5,2,0,0,0,2
2012,Union,6,3,2,0,0,5
2012,Union,7,0,0,1,0,1
2012,Union,8,1,1,0,1,3
2012,Union,10,0,0,0,1,1
2012,Union,11,2,0,0,0,2
2012,Union,12,2,0,0,2,4
2012,Warren,1,1,0,0,0,1
2012,Warren,5,3,0,0,0,3
2012,Warren,6,1,0,0,0,1
2012,Warren,7,1,0,0,0,1
2012,Warren,8,0,1,0,1,2
2012,Warren,10,2,2,0,0,4
2012,Warren,12,0,1,0,0,1
2013,Atlantic,1,1,0,0,1,2
2013,Atlantic,2,2,0,0,0,2
2013,Atlantic,3,4,2,1,0,7
2013,Atlantic,4,1,1,0,0,2
2013,Atlantic,5,3,1,0,0,4
2013,Atlantic,6,1,0,0,0,1
2013,Atlantic,7,3,0,0,0,3
2013,Atlantic,8,4,0,0,0,4
2013,Atlantic,9,4,0,0,0,4
2013,Atlantic,10,2,0,0,1,3
2013,Atlantic,11,4,0,0,1,5
2013,Atlantic,12,2,2,0,1,5
2013,Bergen,1,1,3,0,2,6
2013,Bergen,2,0,0,0,1,1
2013,Bergen,3,0,1,0,2,3
2013,Bergen,4,0,0,0,1,1
2013,Bergen,6,0,1,0,1,2
2013,Bergen,7,2,0,0,0,2
2013,Bergen,8,0,0,0,4,4
2013,Bergen,9,1,0,0,3,4
2013,Bergen,10,2,1,0,2,5
2013,Bergen,11,2,0,0,3,5
2013,Bergen,12,1,0,1,2,4
2013,Burlington,1,1,1,0,0,2
2013,Burlington,2,1,0,0,1,2
2013,Burlington,3,2,0,0,2,4
2013,Burlington,5,2,1,0,0,3
2013,Burlington,6,4,1,1,0,6
2013,Burlington,7,7,1,0,0,8
2013,Burlington,8,3,0,0,0,3
2013,Burlington,9,1,0,0,0,1
2013,Burlington,10,0,1,0,1,2
2013,Burlington,12,3,0,0,1,4
2013,Camden,1,1,1,1,0,3
2013,Camden,2,1,1,0,0,2
2013,Camden,3,1,1,0,3,5
2013,Camden,5,1,0,0,1,2
2013,Camden,6,0,1,0,1,2
2013,Camden,7,1,1,0,2,4
2013,Camden,8,3,0,0,0,3
2013,Camden,9,3,0,0,1,4
2013,Camden,10,0,1,0,0,1
2013,Camden,11,1,0,0,3,4
2013,Camden,12,1,0,0,0,1
2013,Cape May,1,1,1,0,0,2
2013,Cape May,7,1,0,0,0,1
2013,Cape May,8,1,0,0,0,1
2013,Cape May,10,1,0,0,0,1
2013,Cumberland,1,1,0,0,0,1
2013,Cumberland,2,0,1,0,0,1
2013,Cumberland,3,1,2,0,2,5
2013,Cumberland,4,1,0,0,0,1
2013,Cumberland,5,1,0,0,1,2
2013,Cumberland,6,1,0,0,0,1
2013,Cumberland,7,2,0,0,0,2
2013,Cumberland,8,3,0,0,0,3
2013,Cumberland,9,1,0,0,1,2
2013,Cumberland,10,0,0,0,1,1
2013,Cumberland,11,2,1,0,0,3
2013,Cumberland,12,2,0,0,0,2
2013,Essex,1,2,0,0,0,2
2013,Essex,2,0,0,0,1,1
2013,Essex,3,0,0,1,3,4
2013,Essex,4,2,0,0,1,3
2013,Essex,5,4,1,0,2,7
2013,Essex,6,3,0,0,0,3
2013,Essex,7,0,0,0,1,1
2013,Essex,8,2,3,0,0,5
2013,Essex,9,3,2,0,1,6
2013,Essex,10,2,1,0,2,5
2013,Essex,11,0,1,0,0,1
2013,Essex,12,0,0,0,2,2
2013,Gloucester,1,1,0,0,1,2
2013,Gloucester,3,0,1,0,1,2
2013,Gloucester,4,1,0,0,1,2
2013,Gloucester,5,2,0,0,1,3
2013,Gloucester,6,2,1,0,1,4
2013,Gloucester,7,2,1,0,0,3
2013,Gloucester,8,2,0,0,0,2
2013,Gloucester,9,2,0,0,0,2
2013,Gloucester,10,1,0,0,2,3
2013,Gloucester,11,2,0,0,0,2
2013,Gloucester,12,1,0,0,0,1
2013,Hudson,1,0,0,1,0,1
2013,Hudson,3,1,0,0,2,3
2013,Hudson,4,0,0,0,1,1
2013,Hudson,5,0,0,0,1,1
2013,Hudson,6,1,0,1,0,2
2013,Hudson,7,0,0,0,1,1
2013,Hudson,8,1,2,0,0,3
2013,Hudson,9,1,0,0,1,2
2013,Hudson,10,1,0,0,0,1
2013,Hudson,12,1,0,0,0,1
2013,Hunterdon,7,2,0,0,0,2
2013,Hunterdon,8,1,1,0,1,3
2013,Hunterdon,9,2,0,0,0,2
2013,Hunterdon,12,1,1,0,0,2
2013,Mercer,1,1,0,0,2,3
2013,Mercer,2,1,0,0,0,1
2013,Mercer,3,1,0,1,2,4
2013,Mercer,4,2,0,0,0,2
2013,Mercer,5,2,1,0,0,3
2013,Mercer,6,2,2,0,1,5
2013,Mercer,7,1,0,0,0,1
2013,Mercer,8,0,3,0,1,4
2013,Mercer,10,2,3,0,0,5
2013,Mercer,11,0,1,0,0,1
2013,Mercer,12,1,4,0,2,7
2013,Middlesex,1,1,1,0,1,3
2013,Middlesex,2,3,0,0,1,4
2013,Middlesex,3,2,0,0,3,5
2013,Middlesex,4,5,0,0,2,7
2013,Middlesex,5,2,1,0,1,4
2013,Middlesex,6,5,1,0,0,6
2013,Middlesex,7,1,0,0,1,2
2013,Middlesex,8,5,0,0,0,5
2013,Middlesex,9,3,0,0,1,4
2013,Middlesex,10,0,1,0,1,2
2013,Middlesex,11,3,1,0,2,6
2013,Middlesex,12,0,1,1,2,4
2013,Monmouth,1,1,0,0,1,2
2013,Monmouth,2,0,1,0,0,1
2013,Monmouth,3,2,0,0,1,3
2013,Monmouth,4,4,1,0,0,5
2013,Monmouth,5,1,0,0,1,2
2013,Monmouth,6,1,1,0,0,2
2013,Monmouth,8,1,0,0,1,2
2013,Monmouth,9,3,0,0,1,4
2013,Monmouth,10,2,0,0,0,2
2013,Monmouth,11,1,2,0,0,3
2013,Monmouth,12,1,0,0,0,1
2013,Morris,1,1,0,0,1,2
2013,Morris,2,0,0,0,1,1
2013,Morris,3,0,0,0,1,1
2013,Morris,5,1,0,0,0,1
2013,Morris,6,0,2,0,0,2
2013,Morris,7,1,0,0,1,2
2013,Morris,8,2,3,1,0,6
2013,Morris,10,1,0,0,0,1
2013,Morris,11,5,1,0,1,7
2013,Morris,12,2,0,0,0,2
2013,Ocean,1,6,0,0,0,6
2013,Ocean,2,0,1,0,1,2
2013,Ocean,3,3,1,0,2,6
2013,Ocean,4,3,1,0,1,5
2013,Ocean,5,4,0,0,1,5
2013,Ocean,6,4,2,0,1,7
2013,Ocean,7,2,1,0,0,3
2013,Ocean,8,2,0,0,0,2
2013,Ocean,10,2,1,0,0,3
2013,Ocean,11,3,1,0,1,5
2013,Ocean,12,3,1,0,1,5
2013,Passaic,1,1,0,0,0,1
2013,Passaic,2,0,0,0,1,1
2013,Passaic,3,0,0,0,2,2
2013,Passaic,4,2,0,0,0,2
2013,Passaic,5,3,0,0,0,3
2013,Passaic,6,0,0,0,1,1
2013,Passaic,7,1,0,0,0,1
2013,Passaic,8,3,0,1,1,5
2013,Passaic,9,4,0,0,0,4
2013,Passaic,10,0,0,0,1,1
2013,Passaic,11,2,0,0,1,3
2013,Passaic,12,2,0,0,1,3
2013,Salem,3,1,0,0,0,1
2013,Salem,5,1,0,0,0,1
2013,Salem,6,2,0,1,0,3
2013,Salem,7,1,0,0,0,1
2013,Salem,10,1,0,0,0,1
2013,Salem,11,1,0,0,0,1
2013,Salem,12,0,0,1,0,1
2013,Somerset,1,2,0,0,0,2
2013,Somerset,2,0,1,0,0,1
2013,Somerset,3,1,0,0,0,1
2013,Somerset,4,1,0,0,0,1
2013,Somerset,5,0,0,1,0,1
2013,Somerset,6,3,1,0,0,4
2013,Somerset,7,0,2,0,0,2
2013,Somerset,9,1,0,0,1,2
2013,Somerset,11,2,0,0,0,2
2013,Somerset,12,2,0,0,1,3
2013,Sussex,5,1,0,0,0,1
2013,Sussex,6,1,0,0,0,1
2013,Sussex,8,1,0,0,0,1
2013,Sussex,10,2,0,0,0,2
2013,Sussex,12,0,0,0,1,1
2013,Union,1,0,0,0,2,2
2013,Union,2,0,0,0,1,1
2013,Union,3,0,0,0,1,1
2013,Union,5,2,0,0,0,2
2013,Union,8,1,1,0,1,3
2013,Union,9,2,0,0,0,2
2013,Union,10,1,0,0,0,1
2013,Union,11,4,0,0,0,4
2013,Union,12,0,0,0,2,2
2013,Warren,5,1,0,0,0,1
2013,Warren,7,0,2,0,0,2
2013,Warren,8,1,0,0,0,1
2013,Warren,10,2,0,0,0,2
2013,Warren,12,1,2,0,0,3
2015,Atlantic,1,1,0,0,2,3
2015,Atlantic,2,1,1,0,1,3
2015,Atlantic,3,1,1,0,0,2
2015,Atlantic,4,0,0,0,1,1
2015,Atlantic,5,1,0,0,0,1
2015,Atlantic,7,0,2,0,1,3
2015,Atlantic,8,1,0,0,1,2
2015,Atlantic,9,3,2,0,2,7
2015,Atlantic,10,1,0,0,0,1
2015,Atlantic,11,4,0,0,0,4
2015,Atlantic,12,0,0,0,2,2
2015,Bergen,1,0,0,0,1,1
2015,Bergen,2,1,0,0,1,2
2015,Bergen,3,0,0,1,2,3
2015,Bergen,4,3,1,0,0,4
2015,Bergen,5,1,0,0,1,2
2015,Bergen,6,3,0,1,2,6
2015,Bergen,7,2,0,1,1,4
2015,Bergen,8,1,0,0,0,1
2015,Bergen,9,0,0,1,0,1
2015,Bergen,10,0,0,0,1,1
2015,Bergen,11,0,0,0,1,1
2015,Bergen,12,1,1,0,2,4
2015,Burlington,1,0,2,0,0,2
2015,Burlington,2,2,1,0,0,3
2015,Burlington,3,0,0,0,3,3
2015,Burlington,4,1,0,0,0,1
2015,Burlington,5,5,2,0,1,8
2015,Burlington,6,5,0,0,0,5
2015,Burlington,7,0,0,1,0,1
2015,Burlington,8,3,2,0,2,7
2015,Burlington,9,1,0,0,0,1
2015,Burlington,10,1,1,0,0,2
2015,Burlington,11,1,0,0,2,3
2015,Burlington,12,4,3,0,4,11
2015,Camden,1,5,2,0,0,7
2015,Camden,2,1,0,0,0,1
2015,Camden,3,1,1,0,0,2
2015,Camden,4,1,0,0,1,2
2015,Camden,5,3,0,0,1,4
2015,Camden,6,1,1,0,1,3
2015,Camden,7,2,0,0,0,2
2015,Camden,8,1,0,0,0,1
2015,Camden,9,3,0,0,1,4
2015,Camden,10,3,1,0,0,4
2015,Camden,11,2,0,0,0,2
2015,Camden,12,2,0,0,1,3
2015,Cape May,1,0,0,0,1,1
2015,Cape May,2,1,0,0,1,2
2015,Cape May,3,1,0,0,1,2
2015,Cape May,6,1,0,0,0,1
2015,Cape May,7,2,0,0,0,2
2015,Cape May,8,0,0,1,0,1
2015,Cape May,9,1,0,0,0,1
2015,Cape May,10,1,0,0,1,2
2015,Cumberland,2,0,1,0,1,2
2015,Cumberland,3,2,0,0,0,2
2015,Cumberland,4,1,0,0,0,1
2015,Cumberland,5,3,1,0,0,4
2015,Cumberland,6,2,0,0,1,3
2015,Cumberland,7,2,0,0,0,2
2015,Cumberland,8,3,0,0,1,4
2015,Cumberland,9,1,0,1,0,2
2015,Cumberland,10,4,0,0,0,4
2015,Cumberland,11,3,0,0,1,4
2015,Cumberland,12,1,0,0,0,1
2015,Essex,1,0,0,0,2,2
2015,Essex,2,2,0,0,3,5
2015,Essex,3,1,0,0,1,2
2015,Essex,4,1,0,0,1,2
2015,Essex,5,0,0,0,1,1
2015,Essex,6,0,0,0,1,1
2015,Essex,7,2,0,0,2,4
2015,Essex,8,0,0,0,1,1
2015,Essex,9,3,1,0,4,8
2015,Essex,10,0,0,0,3,3
2015,Essex,11,2,1,0,3,6
2015,Essex,12,0,1,0,4,5
2015,Gloucester,1,1,0,0,1,2
2015,Gloucester,3,1,0,0,1,2
2015,Gloucester,4,1,1,0,1,3
2015,Gloucester,6,2,1,0,0,3
2015,Gloucester,7,2,1,0,1,4
2015,Gloucester,8,1,1,0,0,2
2015,Gloucester,9,1,0,0,0,1
2015,Gloucester,10,1,0,0,0,1
2015,Gloucester,11,0,2,0,1,3
2015,Gloucester,12,2,0,0,0,2
2015,Hudson,1,1,0,0,2,3
2015,Hudson,2,0,1,0,1,2
2015,Hudson,3,0,0,0,2,2
2015,Hudson,4,0,0,0,1,1
2015,Hudson,5,1,0,0,2,3
2015,Hudson,6,1,0,0,2,3
2015,Hudson,7,0,0,0,2,2
2015,Hudson,8,1,0,0,0,1
2015,Hudson,9,0,0,0,1,1
2015,Hudson,10,2,0,0,1,3
2015,Hudson,11,0,0,0,2,2
2015,Hudson,12,2,1,0,1,4
2015,Hunterdon,1,0,1,0,0,1
2015,Hunterdon,5,0,0,0,1,1
2015,Hunterdon,8,1,0,0,0,1
2015,Hunterdon,9,3,0,0,0,3
2015,Hunterdon,10,0,0,0,1,1
2015,Hunterdon,11,2,0,0,0,2
2015,Mercer,1,2,0,0,1,3
2015,Mercer,3,0,2,0,2,4
2015,Mercer,4,2,1,0,0,3
2015,Mercer,6,0,0,1,0,1
2015,Mercer,7,0,1,0,0,1
2015,Mercer,8,2,0,0,0,2
2015,Mercer,9,0,1,1,0,2
2015,Mercer,12,1,1,0,1,3
2015,Middlesex,1,1,0,0,0,1
2015,Middlesex,2,3,3,0,1,7
2015,Middlesex,3,0,0,0,1,1
2015,Middlesex,5,2,3,0,2,7
2015,Middlesex,6,3,1,0,1,5
2015,Middlesex,7,0,1,0,0,1
2015,Middlesex,8,1,0,0,0,1
2015,Middlesex,9,2,2,1,2,7
2015,Middlesex,10,1,1,0,3,5
2015,Middlesex,11,2,0,0,0,2
2015,Middlesex,12,1,1,0,2,4
2015,Monmouth,1,1,0,0,0,1
2015,Monmouth,3,2,0,0,0,2
2015,Monmouth,4,1,0,0,0,1
2015,Monmouth,5,4,0,0,0,4
2015,Monmouth,6,5,1,0,2,8
2015,Monmouth,7,0,0,0,2,2
2015,Monmouth,8,0,1,0,5,6
2015,Monmouth,9,2,2,0,0,4
2015,Monmouth,10,1,1,0,2,4
2015,Monmouth,11,3,1,0,3,7
2015,Monmouth,12,4,2,0,2,8
2015,Morris,2,1,1,0,1,3
2015,Morris,3,2,0,0,0,2
2015,Morris,4,3,0,0,0,3
2015,Morris,5,1,0,0,1,2
2015,Morris,6,3,1,0,2,6
2015,Morris,7,1,2,0,0,3
2015,Morris,9,1,0,0,2,3
2015,Morris,10,0,0,1,0,1
2015,Ocean,1,1,0,0,2,3
2015,Ocean,2,1,0,0,1,2
2015,Ocean,3,0,1,0,3,4
2015,Ocean,4,1,0,1,0,2
2015,Ocean,5,3,1,0,0,4
2015,Ocean,6,2,0,0,0,2
2015,Ocean,7,3,0,0,1,4
2015,Ocean,8,4,0,0,0,4
2015,Ocean,9,2,0,1,0,3
2015,Ocean,10,2,1,0,1,4
2015,Ocean,11,1,1,0,1,3
2015,Ocean,12,1,0,0,2,3
2015,Passaic,1,3,0,0,1,4
2015,Passaic,4,0,1,0,1,2
2015,Passaic,5,2,2,0,0,4
2015,Passaic,6,1,0,0,1,2
2015,Passaic,7,1,2,0,0,3
2015,Passaic,8,3,1,1,0,5
2015,Passaic,10,3,1,0,0,4
2015,Passaic,11,1,0,1,4,6
2015,Passaic,12,1,0,0,1,2
2015,Salem,4,0,0,0,1,1
2015,Salem,5,1,0,0,0,1
2015,Salem,6,1,0,0,0,1
2015,Salem,7,1,1,0,0,2
2015,Salem,9,1,0,0,1,2
2015,Salem,11,1,1,0,0,2
2015,Salem,12,2,0,0,0,2
2015,Somerset,1,3,1,0,0,4
2015,Somerset,2,2,1,0,0,3
2015,Somerset,3,2,1,1,1,5
2015,Somerset,4,0,0,0,1,1
2015,Somerset,7,1,1,0,0,2
2015,Somerset,8,1,2,0,0,3
2015,Somerset,11,0,2,0,0,2
2015,Somerset,12,0,0,0,1,1
2015,Sussex,1,1,0,0,0,1
2015,Sussex,2,0,0,0,1,1
2015,Sussex,3,1,0,0,0,1
2015,Sussex,5,1,0,0,0,1
2015,Sussex,6,1,0,0,0,1
2015,Sussex,9,3,0,0,0,3
2015,Sussex,10,1,0,0,0,1
2015,Sussex,12,1,0,0,0,1
2015,Union,1,1,0,0,1,2
2015,Union,2,0,1,0,0,1
2015,Union,3,0,0,0,1,1
2015,Union,4,1,0,0,0,1
2015,Union,5,3,0,0,0,3
2015,Union,6,1,1,0,2,4
2015,Union,7,1,0,0,2,3
2015,Union,8,1,0,0,0,1
2015,Union,9,1,0,1,1,3
2015,Union,10,1,1,0,0,2
2015,Union,11,0,0,0,1,1
2015,Union,12,2,2,0,3,7
2015,Warren,4,1,0,0,0,1
2015,Warren,7,1,0,0,0,1
2015,Warren,8,1,0,0,0,1
2015,Warren,9,0,1,0,0,1
2015,Warren,10,1,1,0,0,2
2015,Warren,11,2,0,0,0,2
2016,Atlantic,1,1,0,0,1,2
2016,Atlantic,2,0,0,0,1,1
2016,Atlantic,3,1,0,0,0,1
2016,Atlantic,4,1,0,0,1,2
2016,Atlantic,5,1,1,2,0,4
2016,Atlantic,6,6,1,0,1,8
2016,Atlantic,7,5,0,0,1,6
2016,Atlantic,8,0,0,0,3,3
2016,Atlantic,10,1,1,2,2,6
2016,Atlantic,11,0,1,0,3,4
2016,Atlantic,12,3,0,0,0,3
2016,Bergen,1,2,0,0,0,2
2016,Bergen,2,4,0,0,2,6
2016,Bergen,3,1,0,0,0,1
2016,Bergen,5,0,0,0,1,1
2016,Bergen,6,2,1,0,3,6
2016,Bergen,7,2,0,0,1,3
2016,Bergen,8,1,0,0,2,3
2016,Bergen,9,0,1,0,1,2
2016,Bergen,10,2,2,0,2,6
2016,Bergen,11,2,1,0,1,4
2016,Bergen,12,0,0,0,1,1
2016,Burlington,1,2,0,0,0,2
2016,Burlington,2,0,1,0,0,1
2016,Burlington,3,1,0,0,0,1
